,Price,Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Clean Description,apartment,bedroom,kitchen,apartments,new,parking,available,located,one,rent,room,less,floor,water,laundry,gas,access,living,site,street,center,floors,park,features
695,1100.0,318 4th Ave Pittsburgh PA 15222,0.0,0.0,1.0,420.0,2020,98.0,99.0,0.0,0.0,0.0,0.0,"Originally known as the Commonwealth Trust Bank, this historic tower has been serving the people of Downtown Pittsburgh for over a hundred years. Today, the building has been reborn—with stunning, light-filled modern apartment homes and amazing amenities, all within a timeless monument right in Pittsburgh’s Fourth Avenue Historic District. Throughout the iconic tower, you’ll find some of the best amenity spaces in Pittsburgh. Come explore, and you’ll find a stunning outdoor roof terrace, a 2-story club \u0026 game room, and even a bicycle garage tucked away in the bank’s original vault. With a completely reimagined interior and unbelievable skyline and river views, The Commonwealth Building has become home to stunning boutique living spaces that combine the best of both worlds—old-world craftsmanship, with modern simplicity and style. Clubroom, Den, Library/Billiards Room, On-site Management, Package Lockers, Roofdeck with Grilling Station, Storage Lockers, Terrace",originally known as the commonwealth trust bank this historic tower has been serving the people of downtown pittsburgh for over a hundred years today the building has been reborn with stunning light filled modern apartment homes and amazing amenities all within a timeless monument right in pittsburgh s fourth avenue historic district throughout the iconic tower you ll find some of the best amenity spaces in pittsburgh come explore and you ll find a stunning outdoor roof terrace a story club u game room and even a bicycle garage tucked away in the bank s original vault with a completely reimagined interior and unbelievable skyline and river views the commonwealth building has become home to stunning boutique living spaces that combine the best of both worlds old world craftsmanship with modern simplicity and style clubroom den library billiards room on site management package lockers roofdeck with grilling station storage lockers terrace,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0
696,1350.0,4624 Torley St Pittsburgh PA 15224,0.0,2.0,1.0,1250.0,1950,96.0,56.0,0.0,1.0,1.0,0.0,"This nicely updated 2-level apartment with off-street parking and brand new central A/C is all hardwood and tile on the main level, and carpet on the upper level. You'll have a large, updated kitchen with a dishwasher and garbage disposal. Situated on a quiet street just 1 block from the heart of Bloomfield's bustling business district, 2 blocks from Children's hospital, and walking distance to popular Lawrenceville and Shadyside. One of many bus lines will take you right into downtown, Oakland, the Southside, or just about any other Pittsburgh hot spot. Off-street parking for 2 cars (tandem) is practically unheard of in this highly desirable neighborhood. Laundry is available in the basement, which is shared with the other apartment (It is a duplex) in the building.

Owner pays for water and sewer, and trash collection via property taxes. Tenant pays gas, electric, and cable.Read less",this nicely updated level apartment with off street parking and brand new central a c is all hardwood and tile on the main level and carpet on the upper level you ll have a large updated kitchen with a dishwasher and garbage disposal situated on a quiet street just block from the heart of bloomfield s bustling business district blocks from children s hospital and walking distance to popular lawrenceville and shadyside one of many bus lines will take you right into downtown oakland the southside or just about any other pittsburgh hot spot off street parking for cars tandem is practically unheard of in this highly desirable neighborhood laundry is available in the basement which is shared with the other apartment it is a duplex in the building owner pays for water and sewer and trash collection via property taxes tenant pays gas electric and cable read less,2,0,1,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,0,3,0,0,2,0
697,1505.0,2565 Boyce Plaza Rd Pittsburgh PA 15241,0.0,2.0,2.0,1118.0,1950,20.0,0.0,0.0,1.0,1.0,2.0,"Experience the best in luxury living with breathtaking creek and woodland views offering plenty of privacy, not often found in apartment living. Our unique Upper St. Clair community and friendly management team provide you with a serene, yet energetic atmosphere that you will look forward to coming home to each day. Torrente is located in the #1 school district in Western Pennsylvania, Upper St. Clair. This historic community was founded in 1762 and has been a community rich in pride and history ever since. We offer an exceptional location within this community, thoughtfully nestled within Upper St. Clair and close to all the your everyday conveniences as South Hills Village Mall and Whole Foods. Our Residents enjoy a wide array of popular amenities, such as: on-site maintenance with no maintenance fees, on-site storage, garage and underground parking facilities, a 24-Hour Fitness Center, as well as elevators in all the buildings and so much more!",experience the best in luxury living with breathtaking creek and woodland views offering plenty of privacy not often found in apartment living our unique upper st clair community and friendly management team provide you with a serene yet energetic atmosphere that you will look forward to coming home to each day torrente is located in the school district in western pennsylvania upper st clair this historic community was founded in and has been a community rich in pride and history ever since we offer an exceptional location within this community thoughtfully nestled within upper st clair and close to all the your everyday conveniences as south hills village mall and whole foods our residents enjoy a wide array of popular amenities such as on site maintenance with no maintenance fees on site storage garage and underground parking facilities a hour fitness center as well as elevators in all the buildings and so much more,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,1,0
698,1249.0,3084 Beechwood Blvd Pittsburgh PA 15217,0.0,2.0,1.0,1000.0,1955,76.0,69.0,0.0,1.0,1.0,1.0,"Whether you work/study in Downtown, Oakland, SouthSide, Monroeville, or Airport, this rental home is ideally located with extensive renovation. 

Nearly new carpet throughout the house. From living room, you are overlooking waterfront. Two bedrooms are tranquil in the back. 

Separate central AC and washer/dryer in the basement.

Price is 1,249 plus g&e for annual lease. Longer lease discount. Garage is available with additional cost though there is ample street parking.

Aug. 1 available. 

Email for contact.

Note: the house has two separate units on two floors independent of each other. (separate entrance, utilities etc)

Owner pays water. Tenant Pays g&eRead less",whether you work study in downtown oakland southside monroeville or airport this rental home is ideally located with extensive renovation nearly new carpet throughout the house from living room you are overlooking waterfront two bedrooms are tranquil in the back separate central ac and washer dryer in the basement price is plus g e for annual lease longer lease discount garage is available with additional cost though there is ample street parking aug available email for contact note the house has two separate units on two floors independent of each other separate entrance utilities etc owner pays water tenant pays g eread less,0,1,0,0,1,1,2,1,0,1,2,1,1,2,0,0,0,1,0,1,0,1,1,0
699,1200.0,200 Fairmount St Pittsburgh PA 15206,0.0,2.0,1.0,886.0,1910,90.0,67.0,0.0,0.0,1.0,0.0,"This is a third floor apartment that has been completely remodeled. It features hardwood floors, vaulted ceilings, large windows, ceiling fans, window air conditioning units, ample closets, and an updated bathroom with ceramic tile. The ceramic kitchen is open to the living room with custom cabinets, dishwasher, glass top stove, track lighting, and room for a table. 
Landlord pays water, sewage, gas for the hot water, and trash disposal. Tenant pays electric. There is electric heat and two window AC units wil be installed upon request. 
This is a completely renovated 6 unit building in one of the most sought after neighborhoods in Pittsburgh. It is located near Aldi, Market District, the busway, Whole Foods, Shadyside Hospital, and more. There is very easy on street parking and limited parking in the back. It has limited storage in the basement, and coin operated laundry on the first floor. 

All of our properties are pet friendly for friendly pets with a two pet maximum. We require proof of vaccinations and licenses, but we do not charge additional rent or fees for pets.Read less",this is a third floor apartment that has been completely remodeled it features hardwood floors vaulted ceilings large windows ceiling fans window air conditioning units ample closets and an updated bathroom with ceramic tile the ceramic kitchen is open to the living room with custom cabinets dishwasher glass top stove track lighting and room for a table landlord pays water sewage gas for the hot water and trash disposal tenant pays electric there is electric heat and two window ac units wil be installed upon request this is a completely renovated unit building in one of the most sought after neighborhoods in pittsburgh it is located near aldi market district the busway whole foods shadyside hospital and more there is very easy on street parking and limited parking in the back it has limited storage in the basement and coin operated laundry on the first floor all of our properties are pet friendly for friendly pets with a two pet maximum we require proof of vaccinations and licenses but we do not charge additional rent or fees for pets read less,1,0,1,0,0,2,0,1,1,1,3,1,3,2,1,1,0,1,0,1,0,1,2,1
700,1115.0,475 Garner Ct Pittsburgh PA 15213,0.0,1.0,1.0,616.0,1999,58.0,69.0,0.0,1.0,1.0,2.0,"What\u0027re you waiting for?! Welcome to Oak Hill. Pittsburgh’s favorite apartment and town home community in the heart of the city. Oak Hill is steps away from most colleges, universities and hospitals. Entertainment, shopping and public transportation are right at your door. Free parking and complete access our fitness facility, swimming pools, tennis/basketball courts 24 Hour Emergency Maintenance, Access to Public Transportation, Ample Closet Space, Basketball Court, Ceramic Tile Bathrooms, Controlled Access Intercoms, Easy Highway Access 376,76,79,279, Energy Efficient Appliances, Free Outside Parking, Laundry Care Center in Each Bldg, On Site Convenience Store, On Site Management, Online Rental Payments Accepted, Parking Included, Professionally Maintained Grounds, Some Utilities Incl. *Select Apartments, Swimming Pools, Tennis Court, Walk to UPitt/UPMC, Wall to Wall Carpeting, Washer/Dryer in Every Town Home",what u re you waiting for welcome to oak hill pittsburgh s favorite apartment and town home community in the heart of the city oak hill is steps away from most colleges universities and hospitals entertainment shopping and public transportation are right at your door free parking and complete access our fitness facility swimming pools tennis basketball courts hour emergency maintenance access to public transportation ample closet space basketball court ceramic tile bathrooms controlled access intercoms easy highway access energy efficient appliances free outside parking laundry care center in each bldg on site convenience store on site management online rental payments accepted parking included professionally maintained grounds some utilities incl select apartments swimming pools tennis court walk to upitt upmc wall to wall carpeting washer dryer in every town home,2,0,0,1,0,3,0,0,0,1,1,0,0,0,1,0,4,0,2,0,1,0,3,0
701,775.0,4601 Bayard St Pittsburgh PA 15213,0.0,0.0,1.0,314.0,1913,90.0,70.0,110.0,1.0,0.0,3.0,"Situated between the residential neighborhoods of North Oakland and Shadyside, the King Edward is the ideal location in Pittsburgh. Three blocks from the University of Pittsburgh, four blocks from the Carnegie Mellon, and a mere eight blocks from Walnut Street, this luxurious building boasts spacious apartments in an ideal location. Imagine the daily enjoyment of the King Edward&#8217;s majestic splendor and architectural details. It&#8217;s everything you want in urban living: convenient location, unique apartments with style, character, and storage space. Laundry Facilities Onsite, Online Payments, onsite laundry and parking options, Public Transportation, Walking Distance To Universities, Washer/Dryer",situated between the residential neighborhoods of north oakland and shadyside the king edward is the ideal location in pittsburgh three blocks from the university of pittsburgh four blocks from the carnegie mellon and a mere eight blocks from walnut street this luxurious building boasts spacious apartments in an ideal location imagine the daily enjoyment of the king edward s majestic splendor and architectural details it s everything you want in urban living convenient location unique apartments with style character and storage space laundry facilities onsite online payments onsite laundry and parking options public transportation walking distance to universities washer dryer,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,1,0
702,1842.0,1655 5th Ave Pittsburgh PA 15219,0.0,2.0,2.0,1054.0,2016,83.0,82.0,0.0,1.0,1.0,2.0,"The FLATS on FIFTH is a new 74 unit luxury community located in the Uptown neighborhood of Pittsburgh and just a short walk to PPG Paints Arena, Duquesne University, UPMC Mercy Hospital and the bustling business district of Downtown Pittsburgh. Amenities include a front desk attendant, lounge, conference/ business center, pet washing facility, gym,package room, bicycle storage & repair station, flat screen TV's & free WiFi in common areas, & garage parking (for a fee). The units include sliding barn doors,washers & dryers, wood grain luxury vinyl flooring, fully equipped kitchens with granite counter tops, electric stoves, disposals, dishwashers, microwaves & refrigerators, large closets and bathrooms, sliding glass doors and or balconies, and electric heat & central air. The FLATS on FIFTH welcomes Pets and offers long & short term leases, furnished and non-furnished units and ADA compatible units. Conveniently located near the hottest restaurants in the city, the sports arenas, concert & art centers, water ways, biking, running & walking trails, public transportation, several universities, hospitals, and interstates 376 & 279.",the flats on fifth is a new unit luxury community located in the uptown neighborhood of pittsburgh and just a short walk to ppg paints arena duquesne university upmc mercy hospital and the bustling business district of downtown pittsburgh amenities include a front desk attendant lounge conference business center pet washing facility gym package room bicycle storage repair station flat screen tv s free wifi in common areas garage parking for a fee the units include sliding barn doors washers dryers wood grain luxury vinyl flooring fully equipped kitchens with granite counter tops electric stoves disposals dishwashers microwaves refrigerators large closets and bathrooms sliding glass doors and or balconies and electric heat central air the flats on fifth welcomes pets and offers long short term leases furnished and non furnished units and ada compatible units conveniently located near the hottest restaurants in the city the sports arenas concert art centers water ways biking running walking trails public transportation several universities hospitals and interstates,0,0,1,0,1,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,0
703,1170.0,923 Aiken Ave Pittsburgh PA 15232,0.0,1.0,1.0,1100.0,1900,80.0,71.0,0.0,0.0,1.0,0.0,"-- Unique opportunity to secure a distinguished rental unit.
-- Great location for Oakland & Shadyside university or medical communities: distance from CMU campus: 0.7 miles; from Pitt campus: 1.5 miles
-- Serious inquiries only.

 Utility assessment for heat: $30 monthly. 
 Tenant responsible only for electric, cooking gas, and cable.
 Occupancy limited to one.
 TransUnion background/credit check required ($40-$35)

Additional info:
-- window air conditioner unit
-- smoke free building
-- secure basement storage facilities
-- basement coin operated laundry
-- perfectly positioned to nearby shopping, bus stops, college shuttles

Rental Terms
 Heat Assessment of $30-- Lease required through June 30, 2021; sub-letting prohibited.-- Credit/background screening (TransUnion $40-$35).-- Co-signer may be required.-- Security deposit $1700-- Occupancy limited to 1 person.-- No pets of any kind.-- No smoking of any kind.Read less",unique opportunity to secure a distinguished rental unit great location for oakland shadyside university or medical communities distance from cmu campus miles from pitt campus miles serious inquiries only utility assessment for heat monthly tenant responsible only for electric cooking gas and cable occupancy limited to one transunion background credit check required additional info window air conditioner unit smoke free building secure basement storage facilities basement coin operated laundry perfectly positioned to nearby shopping bus stops college shuttles rental terms heat assessment of lease required through june sub letting prohibited credit background screening transunion co signer may be required security deposit occupancy limited to person no pets of any kind no smoking of any kind read less,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
704,1326.0,615 1st Ave Pittsburgh PA 15219,0.0,1.0,1.0,658.0,1950,87.0,95.0,0.0,0.0,0.0,1.0,"A distinct Pittsburgh landmark, constructed in 1921 in the midst of the downtown skyline and the Monongahela River, Terminal 21 originated as a focal point where produce and livestock met rail and industrial industries. The decades have seen this freight terminal and warehouse shift in focus to residential living, and its industrial form has long resonated with visitors and residents.Originally put to a different, industrial use, but now re-purposed to meet the current needs of a constantly evolving city, Terminal 21 fits with Pittsburghs culture of reinvention. Industry was once the heart that drove the energy of the city. Now, the emerging technological economy means room for growth within the community and for the professionals who live in it.With a comfortable modern feel inspired by the sites local heritage and history, Terminal 21 allows you to make the most of urban living. Centrally located, and primed for easy access to attractions and events throughout the city, Terminal 21 is still the center of a vibrant community and a welcoming stop on lifes journey.",a distinct pittsburgh landmark constructed in in the midst of the downtown skyline and the monongahela river terminal originated as a focal point where produce and livestock met rail and industrial industries the decades have seen this freight terminal and warehouse shift in focus to residential living and its industrial form has long resonated with visitors and residents originally put to a different industrial use but now re purposed to meet the current needs of a constantly evolving city terminal fits with pittsburghs culture of reinvention industry was once the heart that drove the energy of the city now the emerging technological economy means room for growth within the community and for the professionals who live in it with a comfortable modern feel inspired by the sites local heritage and history terminal allows you to make the most of urban living centrally located and primed for easy access to attractions and events throughout the city terminal is still the center of a vibrant community and a welcoming stop on lifes journey,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,2,1,0,1,0,0,0
705,850.0,1210 Valley Hill Dr Pittsburgh PA 15216,0.0,1.0,1.0,886.0,1950,62.0,31.0,0.0,0.0,1.0,0.0,"One bedroom apartment available at Kings Grant located in Scott Township. We are minutes from shopping centers and restaurants.

12 monthsRead less",one bedroom apartment available at kings grant located in scott township we are minutes from shopping centers and restaurants monthsread less,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
706,1825.0,434 5th Ave Pittsburgh PA 15219,0.0,2.0,2.0,940.0,2020,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",about kaufmanns grand on fifth kaufmann s grand on fifth offers the most stylish and historic living in the heart of downtown pittsburgh located in the iconic kaufmann building kaufmann s grand on fifth mixes the beauties of the past with the luxuries of today studio one and two bedroom apartments are beautifully appointed with contemporary finishes and features including over sized windows open kitchens and stainless steel appliances amongst the sought after central locale this re development under the clock offers convenient access to entertainment and nightlife all throughout the golden triangle in pittsburgh unique features security on site coffee in lobby conference rooms fitness center gas range jacuizz tub turkish marble flooring community amenities fitness center elevator doorman concierge package service controlled access maintenance on site property manager on site doorman concierge hour availability on site retail recycling planned social activities public transportation key fob entry elevator disposal chutes conference room fitness center apartment features washer dryer in unit air conditioning dishwasher wheelchair accessible rooms high speed internet access hardwood floors walk in closets island kitchen highlights high speed internet access wi fi washer dryer in unit air conditioning heating ceiling fans smoke free cable ready double vanities tub shower surround sound intercom sprinkler system wheelchair accessible rooms kitchen features appliances dishwasher disposal ice maker granite countertops stainless steel appliances pantry island kitchen eat in kitchen kitchen microwave oven range refrigerator freezer breakfast nook instant hot water floor plan details hardwood floors carpet tile floors dining room crown molding vaulted ceiling bay window views walk in closets linen closet window coverings large bedrooms grill,2,2,6,1,0,0,0,1,1,0,7,2,5,1,0,1,6,1,4,0,3,3,0,4
707,1000.0,1012 Hazel St Pittsburgh PA 15236,1.0,3.0,1.5,1700.0,1910,35.0,18.0,0.0,1.0,0.0,0.0,"The 1012 Hazel residence is the perfect place for you to call home! This house has 3 sizable bedrooms, an accessible kitchen, 2 living areas, and a laundry room with additional storage space. Within a short driving distance, you can find everything you need, including grocery stores, shopping centers, gas stations, and other entertainment options. Some upgrades were made to the house including a fresh coat of paint on all of the walls and a new laundry room floor. The property has a sizable backyard and two parking spots as well. Please contact John Sommer for additional information and inquiries.

All utilities paid by tenant.Read less",the hazel residence is the perfect place for you to call home this house has sizable bedrooms an accessible kitchen living areas and a laundry room with additional storage space within a short driving distance you can find everything you need including grocery stores shopping centers gas stations and other entertainment options some upgrades were made to the house including a fresh coat of paint on all of the walls and a new laundry room floor the property has a sizable backyard and two parking spots as well please contact john sommer for additional information and inquiries all utilities paid by tenant read less,0,1,1,0,1,1,0,0,0,0,3,1,1,0,2,1,1,1,0,0,1,0,1,0
708,1761.0,434 5th Ave Pittsburgh PA 15219,0.0,1.0,1.0,832.0,2020,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",about kaufmanns grand on fifth kaufmann s grand on fifth offers the most stylish and historic living in the heart of downtown pittsburgh located in the iconic kaufmann building kaufmann s grand on fifth mixes the beauties of the past with the luxuries of today studio one and two bedroom apartments are beautifully appointed with contemporary finishes and features including over sized windows open kitchens and stainless steel appliances amongst the sought after central locale this re development under the clock offers convenient access to entertainment and nightlife all throughout the golden triangle in pittsburgh unique features security on site coffee in lobby conference rooms fitness center gas range jacuizz tub turkish marble flooring community amenities fitness center elevator doorman concierge package service controlled access maintenance on site property manager on site doorman concierge hour availability on site retail recycling planned social activities public transportation key fob entry elevator disposal chutes conference room fitness center apartment features washer dryer in unit air conditioning dishwasher wheelchair accessible rooms high speed internet access hardwood floors walk in closets island kitchen highlights high speed internet access wi fi washer dryer in unit air conditioning heating ceiling fans smoke free cable ready double vanities tub shower surround sound intercom sprinkler system wheelchair accessible rooms kitchen features appliances dishwasher disposal ice maker granite countertops stainless steel appliances pantry island kitchen eat in kitchen kitchen microwave oven range refrigerator freezer breakfast nook instant hot water floor plan details hardwood floors carpet tile floors dining room crown molding vaulted ceiling bay window views walk in closets linen closet window coverings large bedrooms grill,2,2,6,1,0,0,0,1,1,0,7,2,5,1,0,1,6,1,4,0,3,3,0,4
709,1599.0,229 Craig St Pittsburgh PA 15213,0.0,2.0,2.0,750.0,1950,90.0,71.0,0.0,1.0,1.0,2.0,"Fantastic building located on the 200 block of North Craig! The building has great curb appeal as well as an elevator, attached garage, Central A/C, laundry room, and 24 hour video surveillance at the entrance. You have found the best 2 bedrooms in North Oakland, so don't hesitate to call for more info! Ask for a video tour, more info, or an in person showing. We are open seven days a week and we look forward to helping you find your next home!",fantastic building located on the block of north craig the building has great curb appeal as well as an elevator attached garage central a c laundry room and hour video surveillance at the entrance you have found the best bedrooms in north oakland so don t hesitate to call for more info ask for a video tour more info or an in person showing we are open seven days a week and we look forward to helping you find your next home,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
710,1400.0,663 North Ave Bellevue PA 15202,1.0,2.0,1.0,1100.0,1952,54.0,64.0,0.0,1.0,1.0,1.0,"2 Bedroom 1 Bath single family home for rent. The house has off street parking and a one car integral garage. The side and back yard are fenced in. The house is extremely clean. Driving distance to downtown is ~15 minutes...very convenient location. Washer and Dryer are provided in the basement. The house is also equipped with whole house A/C.

Renter is responsible for all utilities. Renter is responsible for cutting the grass.Read less",bedroom bath single family home for rent the house has off street parking and a one car integral garage the side and back yard are fenced in the house is extremely clean driving distance to downtown is minutes very convenient location washer and dryer are provided in the basement the house is also equipped with whole house a c renter is responsible for all utilities renter is responsible for cutting the grass read less,0,1,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0
711,1200.0,4434 Coleridge St Pittsburgh PA 15201,1.0,2.0,1.0,918.0,1947,69.0,68.0,0.0,1.0,1.0,1.0,"Beautiful renovated townhouse in Stanton Heights. Close to Lawrenceville, Shadyside and Downtown Pittsburgh. Within 10 minutes to The New Children's Hospital, West Penn Hospital and St. Margaret's Hospital. First Floor has refinished hard wood floors, second floor is carpeted. Plenty of storage in finished basement with laundry room complete with washer and dryer on site. Landscaped fenced in private yard. A MUST SEE PROPERTY

Tenant responsible for gas, electric, water and telephone service. This is a NON SMOKING PROPERTY.Read less",beautiful renovated townhouse in stanton heights close to lawrenceville shadyside and downtown pittsburgh within minutes to the new children s hospital west penn hospital and st margaret s hospital first floor has refinished hard wood floors second floor is carpeted plenty of storage in finished basement with laundry room complete with washer and dryer on site landscaped fenced in private yard a must see property tenant responsible for gas electric water and telephone service this is a non smoking property read less,0,0,0,0,1,0,0,0,1,0,1,1,3,1,1,1,0,0,1,0,0,1,0,0
712,1739.0,1655 5th Ave Pittsburgh PA 15219,0.0,2.0,2.0,1054.0,2016,83.0,82.0,0.0,1.0,1.0,2.0,"The FLATS on FIFTH is a new 74 unit luxury community located in the Uptown neighborhood of Pittsburgh and just a short walk to PPG Paints Arena, Duquesne University, UPMC Mercy Hospital and the bustling business district of Downtown Pittsburgh. Amenities include a front desk attendant, lounge, conference/ business center, pet washing facility, gym,package room, bicycle storage & repair station, flat screen TV's & free WiFi in common areas, & garage parking (for a fee). The units include sliding barn doors,washers & dryers, wood grain luxury vinyl flooring, fully equipped kitchens with granite counter tops, electric stoves, disposals, dishwashers, microwaves & refrigerators, large closets and bathrooms, sliding glass doors and or balconies, and electric heat & central air. The FLATS on FIFTH welcomes Pets and offers long & short term leases, furnished and non-furnished units and ADA compatible units. Conveniently located near the hottest restaurants in the city, the sports arenas, concert & art centers, water ways, biking, running & walking trails, public transportation, several universities, hospitals, and interstates 376 & 279.",the flats on fifth is a new unit luxury community located in the uptown neighborhood of pittsburgh and just a short walk to ppg paints arena duquesne university upmc mercy hospital and the bustling business district of downtown pittsburgh amenities include a front desk attendant lounge conference business center pet washing facility gym package room bicycle storage repair station flat screen tv s free wifi in common areas garage parking for a fee the units include sliding barn doors washers dryers wood grain luxury vinyl flooring fully equipped kitchens with granite counter tops electric stoves disposals dishwashers microwaves refrigerators large closets and bathrooms sliding glass doors and or balconies and electric heat central air the flats on fifth welcomes pets and offers long short term leases furnished and non furnished units and ada compatible units conveniently located near the hottest restaurants in the city the sports arenas concert art centers water ways biking running walking trails public transportation several universities hospitals and interstates,0,0,1,0,1,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,0
